"docid" "Reference"
"57111d03cf58f184306ed19c" "Schroder-Adams, Claudia J.; Adams, Peter J.; Haggart, Jim; Leckie, Dale A.; Bloch, John; Craig, Jim; McIntyre, David J., 1998, An Integrated Paleontological Approach to Reservoir Problems: Upper Cretaceous Medicine Hat Formation and First White Speckled Shale in Southern Alberta, Canada, PALAIOS, 13, 4, 361, 10.2307/3515324"
"54c0b2a2e1382389c54c38db" "Hoffman, Paul F., 2013, The Great Oxidation and a Siderian snowball Earth: MIF-S based correlation of Paleoproterozoic glacial epochs, Chemical Geology, , , 143--156, 10.1016/j.chemgeo.2013.04.018"
"56c19a57cf58f15c72c90296" "MARINTSCH, EDWARD J.; FINKS, ROBERT M., 1978, Zoophycos size may indicate environmental gradients, Lethaia, 11, 4, 273--279, 10.1111/j.1502-3931.1978.tb01880.x"
"58b6daf4cf58f11f2b0dde89" "Stüeken, Eva E.; Kipp, Michael A.; Koehler, Matthew C.; Buick, Roger, 2016, The evolution of Earth's biogeochemical nitrogen cycle, Earth-Science Reviews, , , 220--239, 10.1016/j.earscirev.2016.07.007"
"5598ba89e1382390cc640f26" "Brigo, Luciano; Camana, Gianfranco; Rodeghiero, Franco; Potenza, Roberto, 2001, Carbonate-hosted siliceous crust type mineralization of Carnic Alps (Italy-Austria), Ore Geology Reviews, 17, 4, 199--214, 10.1016/S0169-1368(00)00014-7"
"57a23003cf58f13d95a2df86" "Creveling, J. R.; Johnston, D. T.; Poulton, S. W.; Kotrc, B.; Marz, C.; Schrag, D. P.; Knoll, A. H., 2013, Phosphorus sources for phosphatic Cambrian carbonates, Geological Society of America Bulletin, 126, 1-2, 145--163, 10.1130/b30819.1"
"54b4328ce138239d86855b2c" "Taylor, K.G.; Macquaker, J.H.S., 2000, Early diagenetic pyrite morphology in a mudstone-dominated succession: the Lower Jurassic Cleveland Ironstone Formation, eastern England, Sedimentary Geology, 131, 1-2, 77--86, 10.1016/S0037-0738(00)00002-6"
"58b6e232cf58f1218647c0f3" "Robbins, Leslie J.; Lalonde, Stefan V.; Planavsky, Noah J.; Partin, Camille A.; Reinhard, Christopher T.; Kendall, Brian; Scott, Clint; Hardisty, Dalton S.; Gill, Benjamin C.; Alessi, Daniel S.; Dupont, Christopher L.; Saito, Mak A.; Crowe, Sean A.; Poulton, Simon W.; Bekker, Andrey; Lyons, Timothy W.; Konhauser, Kurt O., 2016, Trace elements at the intersection of marine biological and geochemical evolution, Earth-Science Reviews, , , 323--348, 10.1016/j.earscirev.2016.10.013"
"57498cf5cf58f19afa388b8a" "Franklin, James M.; Mitchell, Roger H., 1977, Lead–zinc–barite veins of the Dorion Area, Thunder Bay District, Ontario, Canadian Journal of Earth Sciences, 14, 9, 1963--1979, 10.1139/e77-168"
"57ff9df8cf58f11811206f08" "RIJSDIJK, K. F.; KROON, I. C.; MEIJER, T.; PASSCHIER, S.; VAN DIJK, T. A. G. P.; BUNNIK, F. P. M.; JANSE, A. C., 2013, Reconstructing Quaternary Rhine-Meuse dynamics in the southern North Sea: architecture, seismo-lithofacies associations and malacological biozonation, Journal of Quaternary Science, 28, 5, 453--466, 10.1002/jqs.2627"
"55f52647cf58f16256a2296e" "Markwitz, Vanessa; Hein, Kim A.A.; Miller, John, 2015, Compilation of West African mineral deposits: Spatial distribution and mineral endowment, Precambrian Research, , , , 10.1016/j.precamres.2015.05.028"
"55c4028ecf58f1a8110b9274" "Kurzweil, Florian; Wille, Martin; Schoenberg, Ronny; Taubald, Heinrich; Van Kranendonk, Martin J., 2015, Continuously increasing δ98Mo values in Neoarchean black shales and iron formations from the Hamersley Basin, Geochimica et Cosmochimica Acta, , , 523--542, 10.1016/j.gca.2015.05.009"
"56831ea1cf58f1479a0aba1e" "IRWIN, HILARY, 1980, Early diagenetic carbonate precipitation and pore fluid migration in the Kimmeridge Clay of Dorset, England, Sedimentology, 27, 5, 577--591, 10.1111/j.1365-3091.1980.tb01648.x"
"567f4121cf58f1b2eac1af87" "Kleven, Reidun; Alstad, Jorolf, 1996, Interaction of alkali, alkaline-earth and sulphate ions with clay minerals and sedimentary rocks, Journal of Petroleum Science and Engineering, 15, 2, 181--200, 10.1016/0920-4105(95)00085-2"
"58bc4b5acf58f11c908d0a00" "Mériaud, Nicolas; Jébrak, Michel, 2017, From intrusion-related to orogenic mineralization: The Wasamac deposit, Abitibi Greenstone Belt, Canada, Ore Geology Reviews, , , 289--308, 10.1016/j.oregeorev.2017.01.021"
"58c21dcbcf58f1205cbeef52" "Neef, G., 1981, Cenozoic stratigraphy and structure of Karamea-Little Wanganui district, Buller, South Island, New Zealand, New Zealand Journal of Geology and Geophysics, 24, 2, 177--208, 10.1080/00288306.1981.10422713"
"5582d298e1382390b43c952d" "Padgett, Penny L; Rimmer, Susan M; Ferm, John C; Hower, James C; Eble, Cortland F; Mastalerz, Maria, 1999, Sulfur variability and petrology of the Lower Block Coal Member (Pennsylvanian) in Southwest Indiana, International Journal of Coal Geology, 39, 1-3, 97--120, 10.1016/S0166-5162(98)00041-X"
"572ce08fcf58f1342d44a0fb" "Fernette, Gregory, 2015, Uranium in the Islamic Republic of Mauritania (phase V, deliverable 81): Chapter N in Second projet de renforcement institutionnel du secteur minier de la République Islamique de Mauritanie (PRISM-II), Open-File Report, , , , "
"54bf344fe13823023e43dbd8" "Wagner, George H.; Konig, Ronald H.; Smith, David A.; Steele, Kenneth F.; Zachry, Doy L., 1979, Geochemistry of Carboniferous limestone units in northwest Arkansas, Chemical Geology, 24, 3-4, 293--313, 10.1016/0009-2541(79)90129-3"
"57a1dcc9cf58f120611634a7" "Xue, Y.; Campbell, I.; Ireland, T. R.; Holden, P.; Armstrong, R., 2013, No mass-independent sulfur isotope fractionation in auriferous fluids supports a magmatic origin for Archean gold deposits, Geology, 41, 7, 791--794, 10.1130/g34186.1"
"559c8d07e138230816dad41d" "Hildebrand, R. T.; Garrigues, R. S.; Meyer, R. F.; Reheis, M. C., 1981, Geology and chemical analyses of coal and coal-associated rock samples, Williams Fork Formation (Upper Cretaceous), northwestern Colorado, Open-File Report, , , , "
"54ceac99e138236bcc92a962" "Swanner, Elizabeth D.; Planavsky, Noah J.; Lalonde, Stefan V.; Robbins, Leslie J.; Bekker, Andrey; Rouxel, Olivier J.; Saito, Mak A.; Kappler, Andreas; Mojzsis, Stephen J.; Konhauser, Kurt O., 2014, Cobalt and marine redox evolution, Earth and Planetary Science Letters, , , 253--263, 10.1016/j.epsl.2014.01.001"
"54c09527e1382389c54c383f" "Duncan, R.J.; Buick, I.S.; Kobayashi, K.; Wilde, A.R., 2014, Chemical and stable isotopic characteristics of syn-tectonic tourmaline from the Western fold belt, Mount Isa inlier, Queensland, Australia, Chemical Geology, , , 131--143, 10.1016/j.chemgeo.2014.05.002"
"54b43272e138239d8685134a" "Kah, Linda C; Lyons, Timothy W; Chesley, John T, 2001, Geochemistry of a 1.2 Ga carbonate-evaporite succession, northern Baffin and Bylot Islands: implications for Mesoproterozoic marine evolution, Precambrian Research, 111, 1-4, 203--234, 10.1016/S0301-9268(01)00161-9"
"5711577ccf58f1988fc1f445" "BASSETT, D.; MACLEOD, K. G.; MILLER, J. F.; ETHINGTON, R. L., 2007, OXYGEN ISOTOPIC COMPOSITION OF BIOGENIC PHOSPHATE AND THE TEMPERATURE OF EARLY ORDOVICIAN SEAWATER, PALAIOS, 22, 1, 98--103, 10.2110/palo.2005.p05-089r"
"55b32bdce138231cbdd6d06b" "Jones, William Rich; Hernon, Robert Mann; Moore, Samuel L., 1967, General geology of Santa Rita quadrangle, Grant County, New Mexico, Professional Paper, , , , 10.3133/pp555"
"5c30aaba1faed655488b817f" "Van Kranendonk, M.J.; Belousova, E.; Thomson, S., 2019, Phosphogenesis in the immediate aftermath of the Great Oxidation Event: Evidence from the Turee Creek Group, Western Australia, Precambrian Research, 320, , 193--212, 10.1016/j.precamres.2018.10.017"
"55b390ebe138231cbdd6d27c" "Patton, W.W.; Tailleur, I.L., 1964, Geology of the Killik-Itkillik region, Alaska, Professional Paper, , , , 10.3133/pp303G"
"54b4326fe138239d86850ab7" "Young, Grant M., 2014, Contradictory correlations of Paleoproterozoic glacial deposits: Local, regional or global controls?, Precambrian Research, , , 33--44, 10.1016/j.precamres.2014.03.023"
"579ebd95cf58f1bba93fd130" "Rasmussen, B.; Fletcher, I. R., 2010, Dating sedimentary rocks using in situ U-Pb geochronology of syneruptive zircon in ash-fall tuffs <1 mm thick, Geology, 38, 4, 299--302, 10.1130/g30567.1"
"54b5746ee138230a74d14f70" "Onézime, Jérôme; Charvet, Jacques; Faure, Michel; Chauvet, Alain; Panis, Dominique, 2002, Structural evolution of the southernmost segment of the West European Variscides: the South Portuguese Zone (SW Iberia), Journal of Structural Geology, 24, 3, 451--468, 10.1016/S0191-8141(01)00079-7"
"557682f4e138234790a012c6" "Belin, S., 1992, Application of backscattered electron imaging to the study of source rocks microtextures, Organic Geochemistry, 18, 3, 333--346, 10.1016/0146-6380(92)90074-8"
"5643bb71cf58f10f8b3675f5" "Nutt, Constance J.; Zimbelman, David R.; Campbell, David L.; Duval, Joseph S.; Hannigan, Brian J., 1990, Mineral resources of the Deep Creek Mountains Wilderness Study Area, Juab and Tooele counties, Utah, Bulletin, , , , 10.3133/b1745C"
"55c26d97cf58f1a8110b882a" "Johnson, K.R.; Hu, C.; Henderson, G.M., 2006, Testing seasonal resolution trace element and stable isotope proxies of East Asian monsoon rainfall, Geochimica et Cosmochimica Acta, 70, 18, A296, 10.1016/j.gca.2006.06.600"
"567428f5cf58f12215606fcb" "Florindo, Fabio; Roberts, Andrew P.; Palmer, Martin R., 2003, Magnetite dissolution in siliceous sediments, Geochemistry, Geophysics, Geosystems, 4, 7, n/a--n/a, 10.1029/2003GC000516"
"54b4328ae138239d86855562" "Fralick, Philip W.; Miall, Andrew D., 1989, Sedimentology of the lower huronian supergroup (early proterozoic), Elliot lake area, Ontario, Canada, Sedimentary Geology, 63, 1-2, 127--153, 10.1016/0037-0738(89)90075-4"
"58c9ceffcf58f13713b13a96" "Tzvetkova, T.; Selenska-Pobell, S.; Groudeva, V., 2002, Recovery and Characterization of Leptospirillum Ferrooxidans/Leptospirillum Ferriphilum and Acidithiobacillus Ferrooxidans Natural Isolates from Uranium Mining Waste Piles, Biotechnology & Biotechnological Equipment, 16, 1, 111--117, 10.1080/13102818.2002.10819164"
"56833785cf58f1479a0abb77" "Estupiñan, J.; Marfil, R.; Scherer, M.; Permanyer, A., 2010, RESERVOIR SANDSTONES OF THE CRETACEOUS NAPO FORMATION U AND T MEMBERS IN THE ORIENTE BASIN, ECUADOR: LINKS BETWEEN DIAGENESIS AND SEQUENCE STRATIGRAPHY, Journal of Petroleum Geology, 33, 3, 221--245, 10.1111/j.1747-5457.2010.00475.x"
"55b78aa7e13823bd29ba8247" "Schmidt, Robert Gordon, 1980, The Marquette Range Supergroup in the Gogebic iron district, Michigan and Wisconsin, Bulletin, , , , 10.3133/b1460"
"55aedb96e13823763a830e4d" "Dames & Moore, 1979, Coal resource occurrence maps and coal development potential maps of the Youngs Lake Quadrangle, San Juan County, New Mexico, Open-File Report, , , , 10.3133/ofr791114"
"58baa54dcf58f13117fc8752" "Jadoon, Quaid Khan; Roberts, Eric M.; Henderson, Bob; Blenkinsop, Thomas G.; Wüst, Raphael A.J.; Mtelela, Cassy, 2017, Lithological and facies analysis of the Roseneath and Murteree shales, Cooper Basin, Australia, Journal of Natural Gas Science and Engineering, , , 138--168, 10.1016/j.jngse.2016.10.047"
"57c57fd1cf58f11db436ae8b" "Jaraula, C. M. B.; Grice, K.; Twitchett, R. J.; Bottcher, M. E.; LeMetayer, P.; Dastidar, A. G.; Opazo, L. F., 2013, Elevated pCO2 leading to Late Triassic extinction, persistent photic zone euxinia, and rising sea levels, Geology, 41, 9, 955--958, 10.1130/g34183.1"
"577db7afcf58f14497044d4f" "ASSEEZ, L. O., 1969, Color Standardization in Shale Analysis, Geol Soc America Bull, 80, 4, 721, 10.1130/0016-7606(1969)80[721:csisa]2.0.co;2"
"54b4328be138239d86855942" "Al-Aasm, I.S; Morad, S; Durocher, S; Muir, I, 1996, Sedimentology, CSFe relationships and stable isotopic compositions in Devonian black mudrocks, Mackenzie Mountains, Northwest Territories, Canada, Sedimentary Geology, 106, 3-4, 279--298, 10.1016/S0037-0738(96)00018-8"
"5d0024b10b45c76caf8e36f0" "Qing-kun, Xu, 2018, The effects of the electrochemical properties of pyrite by polypyrrole (PPy), Ferroelectrics, 528, 1, 75--82, 10.1080/00150193.2018.1448190"
"574c35d1cf58f19ce5a83f0d" "Swinden, H. Scott; Lane, T. E.; Thorpe, R. I., 1988, Lead-isotope compositions of galena in carbonate-hosted deposits of western Newfoundland: evidence for diverse lead sources, Canadian Journal of Earth Sciences, 25, 4, 593--602, 10.1139/e88-057"
"54b43246e138239d868497f6" "Duque-Caro, Hermann, 1990, Neogene stratigraphy, paleoceanography and paleobiogeography in northwest South America and the evolution of the Panama seaway, Palaeogeography, Palaeoclimatology, Palaeoecology, 77, 3-4, 203--234, 10.1016/0031-0182(90)90178-A"
"5a2d1ad8cf58f1a7450150ed" "Silva, Ricardo L.; Carlisle, Charles A.M.; Wach, Grant, 2017, A new TOC, Rock-Eval, and carbon isotope record of Lower Jurassic source rocks from the Slyne Basin, offshore Ireland, Marine and Petroleum Geology, 86, , 499--511, 10.1016/j.marpetgeo.2017.06.004"
"57c1751acf58f15ecd58d903" "MCLOUGHLIN, N.; STAUDIGEL, H.; FURNES, H.; EICKMANN, B.; IVARSSON, M., 2010, Mechanisms of microtunneling in rock substrates: distinguishing endolithic biosignatures from abiotic microtunnels, Geobiology, 8, 4, 245--255, 10.1111/j.1472-4669.2010.00243.x"
"5a2af666cf58f198c24d41ba" "Zhou, Lingli; McKenna, Cora A.; Long, Darrel G.F.; Kamber, Balz S., 2017, LA-ICP-MS elemental mapping of pyrite: An application to the Palaeoproterozoic atmosphere, Precambrian Research, 297, , 33--55, 10.1016/j.precamres.2017.05.008"
"5c29bee41faed655488aea15" "Sanei, Hamed; Haeri-Ardakani, Omid; Curtis, Mark E.; Akai, Takashi; Currie, Carolyn, 2018, Solid bitumen in the Montney Formation: Diagnostic petrographic characteristics and significance for hydrocarbon migration, International Journal of Coal Geology, 198, , 48--62, 10.1016/j.coal.2018.09.004"
"55c444b6cf58f1a8110b939c" "Gregory, Daniel D.; Large, Ross R.; Halpin, Jacqueline A.; Steadman, Jeffery A.; Hickman, Arthur H.; Ireland, Trevor R.; Holden, Peter, 2015, The chemical conditions of the late Archean Hamersley basin inferred from whole rock and pyrite geochemistry with Δ33S and δ34S isotope analyses, Geochimica et Cosmochimica Acta, , , 223--250, 10.1016/j.gca.2014.10.023"
"54b43261e138239d8684e439" "Philippot, Pascal; Van Kranendonk, Martin; Van Zuilen, Mark; Lepot, Kevin; Rividi, Nicolas; Teitler, Yoram; Thomazo, Christophe; Blanc-Valleron, Marie-Madeleine; Rouchy, Jean-Marie; Grosch, Eugene; de Wit, Maarten, 2009, Early traces of life investigations in drilling Archean hydrothermal and sedimentary rocks of the Pilbara Craton, Western Australia and Barberton Greenstone Belt, South Africa, Comptes Rendus Palevol, 8, 7, 649--663, 10.1016/j.crpv.2009.06.006"
"58cdf457cf58f12c4244fa62" "Pisapia, Céline; Humbert, Bernard; Chaussidon, Marc; Mustin, Christian, 2008, Perforative Corrosion of Pyrite Enhanced by Direct Attachment of Acidithiobacillus ferrooxidans, Geomicrobiology Journal, 25, 6, 261--273, 10.1080/01490450802258105"
"58bf1172cf58f17bc0ea7bdc" "LaFlamme, Crystal; Martin, Laure; Jeon, Heejin; Reddy, Steven M.; Selvaraja, Vikraman; Caruso, Stefano; Bui, Thi Hao; Roberts, Malcolm P.; Voute, Francois; Hagemann, Steffen; Wacey, David; Littman, Sten; Wing, Boswell; Fiorentini, Marco; Kilburn, Matthew R., 2016, In situ multiple sulfur isotope analysis by SIMS of pyrite, chalcopyrite, pyrrhotite, and pentlandite to refine magmatic ore genetic models, Chemical Geology, , , 1--15, 10.1016/j.chemgeo.2016.09.032"
"574ca524cf58f1bcefb7a34b" "Argast, Anne, 2002, The lower Proterozoic Fern Creek Formation, northern Michigan: mineral and bulk geochemical evidence for its glaciogenic origin, Canadian Journal of Earth Sciences, 39, 4, 481--492, 10.1139/e01-086"
"574cc272cf58f106bb2a977f" "Williams, Harold, 1975, Structural Succession, Nomenclature, and Interpretation of Transported Rocks in Western Newfoundland, Canadian Journal of Earth Sciences, 12, 11, 1874--1894, 10.1139/e75-166"
"559c0dfee138230816dad1fc" "Hildebrand, R. T.; Garrigues, R. S., 1981, Geology and chemical analyses of coal, Mesaverde Group (Cretaceous), lower White River coal field, Moffat and Rio Blanco counties, Colorado, Open-File Report, , , , "
"55b7d561e1382373b63b7e26" "Fowler, A.D; Doig, Ronald, 1983, The significance of europium anomalies in the REE spectra of granites and pegmatites, Mont Laurier, Quebec, Geochimica et Cosmochimica Acta, 47, 6, 1131--1137, 10.1016/0016-7037(83)90243-0"
"55a59164e13823757cc6f643" "Pilcher, Steven H., 2000, Alaska resource data file; Simeonof Island quadrangle, Open-File Report, , , , 10.3133/ofr00121"
"558ecdcbe13823109f3ee5af" "U.S. Geological Survey, 1966, Geological Survey Research 1966, Chapter B, Professional Paper, , , , 10.3133/pp550B"
"55ae35fee13823763a830a35" "Karl, Susan M., 1999, Preliminary geologic map of Northeast Chichagof Island, Alaska, Open-File Report, , , , 10.3133/ofr9653"
"558f27ffe13823109f3ee7e0" "Grybeck, D.J.; Berg, Henry C., 1998, Alaska resource data file; Petersburg Quadrangle, Open-File Report, , , , 10.3133/ofr98784"
"5907d323cf58f1b9c8d0b27e" "Raines, Ed, 2012, Copper-bearing Minerals of Colorado, Rocks & Minerals, 87, 4, 304--337, 10.1080/00357529.2012.690336"
"58c26440cf58f13764e23c9e" "Rogers, Karyne M.; Morgans, Hugh E.G.; Wilson, Gary S., 2001, Identification of a Waipawa Formation equivalent in the upper Te Uri Member of the Whangai Formation ‐ implications for depositional history and age, New Zealand Journal of Geology and Geophysics, 44, 2, 347--354, 10.1080/00288306.2001.9514943"
"550a30f7e138238460c4fc29" "Piatak, Nadine M; Seal, Robert R; Hammarstrom, Jane M, 2004, Mineralogical and geochemical controls on the release of trace elements from slag produced by base- and precious-metal smelting at abandoned mine sites, Applied Geochemistry, 19, 7, 1039--1064, 10.1016/j.apgeochem.2004.01.005"
