concept_id,name,age,usage_notes,descrip,province,url,ref_id
22951,Candlow,Paleoproterozoic - Mesoproterozoic,"Formal; Resvd name published; Defined; Definition by: Mackenzie D.E., Withnall I.W.","Mudstone, siltstone and mudclast sandstone, commonly carbonaceous and pyritic, locally calcareous; minor quartzose siltstone to sandstone.; 1000.00 - 3500.00 m thick",{QLD},http://dbforms.ga.gov.au/pls/www/geodx.strat_units.sch_full?wher=stratno=25687,22
23042,Chinaman Gully,Eocene,Formal; Variation of published name; Defined,"Quartz and micaceous sands, silts, and clays, carbonaceous and pyritic in subsurface.; 13.00 m thick",{SA},http://dbforms.ga.gov.au/pls/www/geodx.strat_units.sch_full?wher=stratno=25843,22
23241,Tandanya Sand,Late Eocene,Formal; Resvd name published; Defined,"The unit is a quartz sand, which is glauconitic (ovoid pellets common), pyritic and carbonaceous. It varies from poorly-sorted, pebbly, muddy, to clean medium-coarse sand, to soft silty fine sand.; 5.30 m thick",{SA},http://dbforms.ga.gov.au/pls/www/geodx.strat_units.sch_full?wher=stratno=26161,22
23370,Badalngarrmirri,Statherian,Formal; Variation of published name; Redefined,"Quartz sandstone: laminated and thin wavy bedded mudstone, siltstone and very fine grained sandstone; pyritic mudstone and sandstone; minor dolostone and chert; 2500.00 m thick",{NT},http://dbforms.ga.gov.au/pls/www/geodx.strat_units.sch_full?wher=stratno=26360,22
23406,Castambul,Neoproterozoic,Formal; Variation of published name; Described,"Knotted and pyritic schist, tremolitic dolomite marble, pink feldspathic quartzite.",,http://dbforms.ga.gov.au/pls/www/geodx.strat_units.sch_full?wher=stratno=26467,22
23598,Yaloak,Eocene,"Formal; Variation of published name; Described; Of Thomas and Baragwanath (1950), but never defined. Said to underlie 'Lerderderg Formation' [?Lerderderg Gravel Member]. Holdgate et al. (2002) report spores/pollen as old as Maastrichtian. Poor description makes this unit difficult to distinguish lithologically from Werribee Formation. Grey clays with fossiliferous ferruginous bands, gravels and thin coal seams. Potentially laterally continuous with White Hills Gravel. See also Lal Lal Formation.","Sand, sandy and silty clay, with pyritic and lignitic bands.; 140.00 m thick",,http://dbforms.ga.gov.au/pls/www/geodx.strat_units.sch_full?wher=stratno=27026,22
23625,Mount Bonnie,Orosirian,Formal; Resvd name published; Defined; Intruded by Cullen Supersuite.,"Interbedded carbonaceous sericitic and commonly pyritic or chloritic slate, phyllite, mudstone and siltstone; fine to coarse feldspathic metagreywacke; ferruginous phyllite (metasiltstone) with chert bands, lenses and nodules; 850.00 m thick",{NT},http://dbforms.ga.gov.au/pls/www/geodx.strat_units.sch_full?wher=stratno=27066,22
23737,Winifred,Asselian - Sakmarian,"Formal; Resvd name published; Defined; Part of Grant Group. N.B. Tentative ages, awaiting further palynology work (2008), on relevant drill core. Fitzroy Trough area","Shale, carbonaceous, pyritic; minor siltstone, fine sandstone. Fossil assemblage includes palynomorphs.; 256.00 m thick",{WA},http://dbforms.ga.gov.au/pls/www/geodx.strat_units.sch_full?wher=stratno=27255,22
23738,Wonyulgunna Sandstone,Mesoproterozoic,"Formal; Other new published name; Defined; Formerly included in the Collier Group, included in the Scorpion Group on the Nabberru 1:250 000 geological map sheet (2003).","Coarse to medium grained white quartz sandstone, siltstone with numerous pyrite pseudomorphs, shale and minor conglomerate; rippled and cross bedded. Minor evaporite.",{WA},http://dbforms.ga.gov.au/pls/www/geodx.strat_units.sch_full?wher=stratno=27257,22
23999,Langdon River Mudstone,Statherian - Calymmian,Formal; Variation of published name; Redefined; 1981 Redefinition of Langdon River Siltstone.,Laminated maroon and grey variably carbonaceous and pyritic mudstone; minor siltstone and fine micaceous quartzose sandstone.; 1400.00 m thick,{QLD},http://dbforms.ga.gov.au/pls/www/geodx.strat_units.sch_full?wher=stratno=27818,22
24171,Pember Mudstone,Paleogene,"Formal; Variation of published name; Redefined; Of Bock & Glenie (1965) - introduced this name when they changed Dilwyn Clay to Dilwyn Formation -- for lower part of the formation. In this study Pember Mudstone stands superseded as a separate formation, but it is likely that this is NOT generally accepted? Reinstated as Member (of Dilwyn Formation) in VandenBerg 2009: RefID 66002.","Carbonaceous, micaceous, pyritic silty clay to clayey silt, and minor fine sand.",{VIC},http://dbforms.ga.gov.au/pls/www/geodx.strat_units.sch_full?wher=stratno=28194,22
24391,Werribee,Eocene - Oligocene,Formal; Unknown or process pending; Fully described; Of Thomas and Baragwanath (1950).,"Sand, sandy and silty clay, with pyritic and lignitic bands.; 300.00 m thick",,http://dbforms.ga.gov.au/pls/www/geodx.strat_units.sch_full?wher=stratno=29131,22
24544,Errowan Monzonite,Late Ordovician,Formal; Variation of published name; Defined; Renamed as the Errowan Intrusive Complex? Name change apparently not accepted by GSNSW.,"Biotite clinopyroxene monzonite, altered quartz syenite, pyritised monzonite",,http://dbforms.ga.gov.au/pls/www/geodx.strat_units.sch_full?wher=stratno=29585,22
24573,Anson,Early Silurian,Formal; Resvd name published; Fully described; Northwest. Originally informally referred to as Licking Hole Limestone Member. Previously has been included in Barnby Hills Shale and Mullions Range Volcanics. Also formerly referred to as Clifton Grove Formation,"Carbonaceous pyritic siltstone, felsic volcanics, volcanic sandstone, limestone; 1000.00 m thick",,http://dbforms.ga.gov.au/pls/www/geodx.strat_units.sch_full?wher=stratno=29659,22
24651,Bimba,Statherian,"Formal; Variation of published name; Described; Originally  included in the Ethiudna Subgroup (Curnamona Group) in the Olary Domain; but then revised/redesignated as the basal unit of Larry Macs Subgroup (Saltbush Group), to agree with its apparent extension into the Ettlewood Calc-Silicate Member near the base of the Broken Hill Group (Broken Hill Domain). The Bimba-Ettlewood equivalent provides a tie-point for the two domains. Although defined, the name Bimba Sulphide Member (apparently a part of what is now called Bimba Formation) appears to be obsolete.  Age: ~1693Ma.","Pyritic, marble, calcsilicate, micaceous psammite; commonly psammitic but characteristically also carbonate-bearing.; 50.00 m thick",,http://dbforms.ga.gov.au/pls/www/geodx.strat_units.sch_full?wher=stratno=29887,22
24992,Mount Wedge Clay,Neogene,"Formal; Resvd name published; Briefly described; Mount Doreen SF52-12. [Reference previously gave age as Permian.This was an indexing error, now corrected CEB 16-DEC-2011]","Clay, silt, micrite; dark-coloured; shelly; pyritic; lacustrine (littoral carbonate).",,http://dbforms.ga.gov.au/pls/www/geodx.strat_units.sch_full?wher=stratno=30827,22
25065,Currinya Clay,Neogene,"Formal; Resvd name published; Briefly described; Mount Doreen SF52-12. [Reference previously gave age as Permian.This was an indexing error, now corrected CEB 16-DEC-2011]","Clay, silt, micrite; dark-coloured; shelly; pyritic; lacustrine (littoral carbonate).",,http://dbforms.ga.gov.au/pls/www/geodx.strat_units.sch_full?wher=stratno=31345,22
25375,Voewood Granite,Triassic,Formal; Resvd name published; Briefly described; Publ May 1997 in QGMJ 98 p11-25. Yarrol project.,"Pale pink to grey medium-grained biotite granite, locally with pyrite along joint planes",,http://dbforms.ga.gov.au/pls/www/geodx.strat_units.sch_full?wher=stratno=32048,22
25710,Saint Vidgeon,Statherian,"Formal; Other new published name; Defined; Formerly St Vidgeon Sandstone, St Vidgeon Group?  Mapped as part of the Vizard Formation (now superseded by the Vizard Group).","Carbonaceous-pyritic shale and dolomitic siltstone, dolostone; minor pink chert beds (tuff?).",,http://dbforms.ga.gov.au/pls/www/geodx.strat_units.sch_full?wher=stratno=34027,22
25759,Karinya Shale,Early Cambrian,"Formal; Variation of published name; Described; Within the Kanmantoo Group. Jago proposed this unit name be abandoned and the rocks included within the Talisker Formation, but this change appears not to have wide acceptance CEB-SEP-2010.","Shale, siltstone, blue-black, pyritic, laminated, carbonaceous.; 200.00 m thick",,http://dbforms.ga.gov.au/pls/www/geodx.strat_units.sch_full?wher=stratno=34370,22
26081,Sunset Bay Sandstone,Sakmarian,"Formal; Other new published name; Mentioned; See also Kingborough Explan Notes (1985), p16 ; Banks, Hale & Yaxley (1955), Pap & Proc Roy Soc Tas 89 p219-229. Occurs on Satellite Island, W of Alonnah, Bruny Island.","Grey, or mottled grey, well-sorted, angular fine-grained quartz and quartz feldspar sandstones; a few erratics of granite and quartzite; glendonites present; small pyrite concretions in upper part; worm tracks, burrows, rare macrofossils in lower part",,http://dbforms.ga.gov.au/pls/www/geodx.strat_units.sch_full?wher=stratno=35496,22
26527,Telfer,Neoproterozoic,Formal; Variation of published name; Described,"Fine to medium grained quartz sandstone interbedded with clayey sandstone, siltstone and shale, pyritic quartzite, and minor carbonate rock; 600.00 m thick",,http://dbforms.ga.gov.au/pls/www/geodx.strat_units.sch_full?wher=stratno=36883,22
26597,Warradale Tonalite,Middle Cambrian - Ordovician,"Formal; Other new published name; Defined; Age and lithology updated from GSV data (HG, Dec 2005)","Biotite-hornblende tonalite: foliated, blue-grey, medium to coarse-grained, equigranular; accessory magnetite, allanite, sphene and pyrite; common mafic hornblende-biotite microgranitoid enclaves; non-magnetic to weakly magnetic. I-type",,http://dbforms.ga.gov.au/pls/www/geodx.strat_units.sch_full?wher=stratno=37244,22
26601,Patawilya Tonalite,Late Cambrian,"Formal; Other new published name; Defined; Of the Glenelg River Metamorphic Complex. Age and lithology updated from GSV data (HG, Dec 2005)","Light grey-buff, biotite-muscovite tonalite: massive, medium to coarse grained, equigranular; accessory magnetite, epidote and chalcopyrite; common mafic biotite-rich microgranitoid enclaves; magnetic to weakly magnetic.",,http://dbforms.ga.gov.au/pls/www/geodx.strat_units.sch_full?wher=stratno=37250,22
26671,Mammoth Porphyry,Early Devonian,"Formal; Variation of published name; Briefly described; Of VandenBerg et al, 1998. Age: 402+/-7Ma. Geological Province: Cravensville Igneous Province. See also Mammoth lode porphyry.","Quartz-feldspar porphyry: phenocrysts of quartz, plagioclase and lesser alkali feldspar in a very fine groundmass that is altered to sericite, carbonate and clay; abundant pyrite; dyke margins have breccia with sulphide mineralisation.",,http://dbforms.ga.gov.au/pls/www/geodx.strat_units.sch_full?wher=stratno=37575,22
26728,Gentle Annie Porphyry,Early Devonian - Middle Devonian,"Formal; Other new published name; Fully described; Age and lithology updated from GSV data (HG, Dec 2005).",Quartz porphyry: pale cream coloured; bipyramidal quartz phenocrysts in an aphanitic groundmass; small cubic moulds after ?pyrite; moderately altered; nonmagnetic,,http://dbforms.ga.gov.au/pls/www/geodx.strat_units.sch_full?wher=stratno=37719,22
26859,Roy Hill,,"Formal; Variation of published name; Described; Only recognised easily in the Yarraloola 1:250k map sheet area (GSWA Bull 144 p239). Also replaces Roy Hill Shale. Not used by Thorne & Trendall (2001), Bull 144, because the Warrie Shale Member and the Roy Hill Shale Member are difficult to distinguish in northern Pilbara and are not recognised in the south. Name may be obsolete (2001).",pyritic shale,,http://dbforms.ga.gov.au/pls/www/geodx.strat_units.sch_full?wher=stratno=38090,22
27151,Mount Seaview Igneous Complex,Permian - Triassic,"Formal; Other new published name; Briefly described; Of Murray et al (2000, in prep.).","Grey to dark grey medium-grained augite-biotite-hornblende quartz diorite and hornblende-augite-biotite-hypersthene quartz gabbro; pnk medium-grained hornblende-biotite granite, locally altered and brecciated with pyrite along joints",,http://dbforms.ga.gov.au/pls/www/geodx.strat_units.sch_full?wher=stratno=39559,22
27398,J P Granite,Late Carboniferous - Early Permian,Formal; Other new published name; Fully described,"Pink to grey, buff or dark red (extensively weathered) fine to coarse-grained, equigranular to slightly porphyritic hornblende-biotite granite to biotite leucogranite; granophyric with miarolitic cavities, pegmatitic patches and traces of pyrite",,http://dbforms.ga.gov.au/pls/www/geodx.strat_units.sch_full?wher=stratno=41095,22
27423,Nangeela,Early Cambrian,Formal; Other new published name; Defined,Black graphitic slate with pyrite; black dolomitic slate with pyrite; grey to green chlorite-sericite slate and metasiltstone; thin greywacke interbeds,,http://dbforms.ga.gov.au/pls/www/geodx.strat_units.sch_full?wher=stratno=41179,22
27518,Rhymney Schist,Silurian,Formal; Other new published name; Described,"Black, quartz-biotite-graphite schist, laminated: thin graded quartz and pelite layers are relict bedding; pelitic layers contain biotite; graphic material. greasy texture; disseminated pyrrhotite and pyrite mineralization.",,http://dbforms.ga.gov.au/pls/www/geodx.strat_units.sch_full?wher=stratno=41834,22
27924,Tirranna Andesite,Silurian,Formal; Other new published name; Briefly described; For the new GOULBURN 1:250 000 sheet (2006).  Part of the Mount Fairy Group.,"Green-grey massive to amygdaloidal pyroxene-phyric andesite affected by strong qtz-sericite + chlorite+/-pyrite alteration. Massive matrix-supported volcanic conglom.containing rounded scoriaceous andesite clasts, qtz-feldspar phyric rhyolite blocks",,http://dbforms.ga.gov.au/pls/www/geodx.strat_units.sch_full?wher=stratno=69886,22
27948,Cuddyong,Silurian,Formal; Other new published name; Briefly described; Named for parish/trig/creek that drains into Peelwood Creek (Goulburn 1:250 000).,"Siltstone, phyllite, black siltstone, quartzose and minor volcaniclastic sandstone, quartzite, quartz-muscovite schist, felsic tuff. Commonly pyritic and often containing clear rounded volcanic quartz grains in the sandstone. Four subunits............",,http://dbforms.ga.gov.au/pls/www/geodx.strat_units.sch_full?wher=stratno=70030,22
27985,Portia,Paleoproterozoic,"Formal; Resvd name published; Described; Lithologically similar to Bimba Fm (the marker unit in the Olary Domain) - the correlation is uncertain, hence this unit is separately named. Described at Portia Prospect by Teale (2000; MESA Journal 19) to consist of five units approximating 300m in total thickness; at Polygonum Prospect the equivalent stratigraphy approximates 250m. Possibly belongs to the Larry Macs Subgroup. Lithologically similar to Bimba Fm, . Geological province: Mulyungarie Domain. Thickness: 250m.  A calcareous package, pyrite-pyrrhotite-rich, locally containing lenses of massive sulphide and is equated with the mineralised succession at the Portia and Kalkaroo Prospects in western part of Mulyungarie Domain.","Laminated metasiltstone-dominated succession, but characterised by sulphide (mainly pyrite), calcsilicate and minor marble. Locally tuffaceous. Base defined by sharp  magnetic ariablity; 250.00 m thick",,http://dbforms.ga.gov.au/pls/www/geodx.strat_units.sch_full?wher=stratno=70269,22
